product_group_name,product_name,brand,item_number,manufacturer_number,category_hierarchy,product_group_url,Quantity,price_per_unit,availability,group_description,unit_size,specifications,image_urls,scraped_at,extraction_method,validation_status,validation_notes
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves x-small 200/bx,Safco,1028046,1028046,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,10,$17.49,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""X-small""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.783965,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves x-small 200/bx,Safco,1028046,1028046,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,20,$14.99,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""X-small""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.783965,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves small 200/bx,Safco,1028048,1028048,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,1,$17.99,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.794142,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves small 200/bx,Safco,1028048,1028048,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,10,$17.49,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.794142,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves small 200/bx,Safco,1028048,1028048,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,20,$14.99,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.794142,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves medium 200/bx,Safco,1028050,1028050,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,1,$17.99,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.797460,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves medium 200/bx,Safco,1028050,1028050,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,10,$17.49,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.797460,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves medium 200/bx,Safco,1028050,1028050,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,20,$14.99,In stock,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.797460,css-selector,valid,
Safco EZ Green Chloroprene,Safco EZ Green Chloroprene gloves large 200/bx,Safco,1028052,1028052,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/safco-ez-green-chloroprene,,,Non-purchasable,Powder-free chloroprene examination gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drdap.jpg,2026-03-17T19:42:10.800571,css-selector,valid,
True Comfort® Blu,Dash True Comfort Blu x-small 100/box,Dash,4680067,TCB100XS,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/true-comfort-reg-blu,1,$19.49,In stock,"Powder-free, latex-free, chloroprene examination gloves.",100/box,"{""Size"": ""X-small""}",https://www.safcodental.com/media/catalog/product/d/r/drdaq.jpg,2026-03-17T19:42:11.730028,css-selector,valid,
True Comfort® Blu,Dash True Comfort Blu small 100/box,Dash,4680069,TCB100S,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/true-comfort-reg-blu,1,$19.49,In stock,"Powder-free, latex-free, chloroprene examination gloves.",100/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdaq.jpg,2026-03-17T19:42:11.734353,css-selector,valid,
True Comfort® Blu,Dash True Comfort Blu medium 100/box,Dash,4680071,TCB100M,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/true-comfort-reg-blu,1,$19.49,In stock,"Powder-free, latex-free, chloroprene examination gloves.",100/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drdaq.jpg,2026-03-17T19:42:11.738999,css-selector,valid,
True Comfort® Blu,Dash True Comfort Blu large 100/box,Dash,4680073,TCB100L,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/true-comfort-reg-blu,1,$19.49,In stock,"Powder-free, latex-free, chloroprene examination gloves.",100/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drdaq.jpg,2026-03-17T19:42:11.744188,css-selector,valid,
True Comfort® Blu,Dash True Comfort Blu x-large 100/box,Dash,4680075,TCB100XL,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/true-comfort-reg-blu,1,$19.49,In stock,"Powder-free, latex-free, chloroprene examination gloves.",100/box,"{""Size"": ""X-large""}",https://www.safcodental.com/media/catalog/product/d/r/drdaq.jpg,2026-03-17T19:42:11.747296,css-selector,valid,
Microflex® Neogard™ Touch,Microflex Neogard Touch gloves small 200/box,Ansell,3890018,73737070,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/microflex-sup-reg-sup-neogard-trade-touch,1,$37.99,In stock,Powder-free chloroprene exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdar.jpg,2026-03-17T19:42:12.147198,css-selector,valid,
Microflex® Neogard™ Touch,Microflex Neogard Touch gloves small 200/box,Ansell,3890018,73737070,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/microflex-sup-reg-sup-neogard-trade-touch,10,$37.49,In stock,Powder-free chloroprene exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drdar.jpg,2026-03-17T19:42:12.147198,css-selector,valid,
Ocean Pacific® NeoNatural™,,Medicom,,,Dental Supplies / Dental Exam Gloves / Chloroprene gloves,https://www.safcodental.com/product/ocean-pacific-sup-reg-sup-neonatural-sup-trade-sup,,$23.49,Out of Stock,Powder-free chloroprene examination gloves.,1,{},https://www.safcodental.com/media/catalog/product/d/r/drdas.jpg,2026-03-17T19:42:13.547308,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 6, 50 pairs/box",Ansell,3890072,7822PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""6""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.349022,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 6, 50 pairs/box",Ansell,3890072,7822PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""6""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.349022,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 6.5, 50 pairs/box",Ansell,3890074,7823PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""6.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.353147,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 6.5, 50 pairs/box",Ansell,3890074,7823PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""6.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.353147,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 7, 50 pairs/box",Ansell,3890076,7824PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""7""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.357457,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 7, 50 pairs/box",Ansell,3890076,7824PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""7""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.357457,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 7.5, 50 pairs/box",Ansell,3890078,7825PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""7.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.363988,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 7.5, 50 pairs/box",Ansell,3890078,7825PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""7.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.363988,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 8, 50 pairs/box",Ansell,3890080,7826PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,Backorder,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""8""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.367074,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 8, 50 pairs/box",Ansell,3890080,7826PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,Backorder,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""8""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.367074,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 8.5, 50 pairs/box",Ansell,3890082,7827PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,1,$56.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""8.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.370082,css-selector,valid,
Encore® Sensi-Touch® PF,"Encore Sensi-Touch PF latex surgical gloves size 8.5, 50 pairs/box",Ansell,3890082,7827PF,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/encore-reg-sensi-touch-reg-pf,4,$55.49,In stock,Latex powder-free sterile surgical gloves.,50/box,"{""Size"": ""8.5""}",https://www.safcodental.com/media/catalog/product/d/r/drebh.jpg,2026-03-17T19:42:15.370082,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 5.5, 50 pairs/box",Innovative Healthcare,5380320,133550,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""5.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.578710,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 6, 50 pairs/box",Innovative Healthcare,5380323,133600,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,Special order,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""6""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.584385,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 6.5, 50 pairs/box",Innovative Healthcare,5380326,133650,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""6.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.589851,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 7, 50 pairs/box",Innovative Healthcare,5380329,133700,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""7""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.593139,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 7.5, 50 pairs/box",Innovative Healthcare,5380331,133750,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""7.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.596076,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 8, 50 pairs/box",Innovative Healthcare,5380334,133800,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""8""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.599181,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 8.5, 50 pairs/box",Innovative Healthcare,5380337,133850,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""8.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.602229,css-selector,valid,
DermAssist® latex surgical gloves,"DermAssist latex surgical gloves size 9, 50 pairs/box",Innovative Healthcare,5380342,133900,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/dermassist-sup-reg-sup-latex-surgical-gloves,1,$42.99,In stock,Latex powder-free sterile surgical gloves,50/box,"{""Size"": ""9""}",https://www.safcodental.com/media/catalog/product/d/r/drecl.jpg,2026-03-17T19:42:15.605401,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 6, 50 pairs/box",Innovative Healthcare,5380350,135260,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""6""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.861308,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 6.5, 50 pairs/box",Innovative Healthcare,5380352,135265,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""6.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.864595,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 7, 50 pairs/box",Innovative Healthcare,5380354,135270,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""7""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.869432,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 7.5, 50 pairs/box",Innovative Healthcare,5380356,135275,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""7.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.874492,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 8, 50 pairs/box",Innovative Healthcare,5380358,135280,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""8""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.877673,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 8.5, 50 pairs/box",Innovative Healthcare,5380361,135285,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,Backorder,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""8.5""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.880815,css-selector,valid,
NitriDerm® nitrile surgical gloves,"NitriDerm nitrile surgical gloves size 9, 50 pairs/box",Innovative Healthcare,5380363,135290,Dental Supplies / Dental Exam Gloves / Surgical gloves,https://www.safcodental.com/product/nitriderm-sup-reg-sup-nbsp-nitrile-surgical-gloves,1,$61.99,In stock,Nitrile powder-free sterile surgical gloves,50/box,"{""Size"": ""9""}",https://www.safcodental.com/media/catalog/product/d/r/drecm.jpg,2026-03-17T19:42:16.884017,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 4-0, C-3, 18"", 12/box",Ethicon,2580004,736G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,1,$146.99,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""C-3"", ""Material"": ""Black braided silk"", ""Gauge"": ""4-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.488866,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 4-0, C-3, 18"", 12/box",Ethicon,2580004,736G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,3,$130.99,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""C-3"", ""Material"": ""Black braided silk"", ""Gauge"": ""4-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.488866,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 4-0, C-3, 18"", 12/box",Ethicon,2580004,736G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,6,$127.99,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""C-3"", ""Material"": ""Black braided silk"", ""Gauge"": ""4-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.488866,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 3-0, FS-1, 18"", 12/box",Ethicon,2580014,684G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,1,$125.49,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black braided silk"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.498961,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 3-0, FS-1, 18"", 12/box",Ethicon,2580014,684G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,3,$111.49,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black braided silk"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.498961,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 3-0, FS-1, 18"", 12/box",Ethicon,2580014,684G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,6,$109.49,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black braided silk"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.498961,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black nylon, 3-0, FS-1, 18"", 12/box",Ethicon,2580080,663G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,1,$136.49,Special order,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black nylon"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.505504,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black nylon, 3-0, FS-1, 18"", 12/box",Ethicon,2580080,663G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,3,$133.99,Special order,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black nylon"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.505504,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black nylon, 3-0, FS-1, 18"", 12/box",Ethicon,2580080,663G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,6,$130.99,Special order,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-1"", ""Material"": ""Black nylon"", ""Gauge"": ""3-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.505504,css-selector,valid,
Ethicon Sutures,"Ethicon sutures black braided silk, 4-0, FS-2, 18"", 12/box",Ethicon,2580008,683G,Dental Supplies / Sutures & surgical products / Sutures,https://www.safcodental.com/product/ethicon-sutures,1,$125.49,In stock,"Ethicon sutures are made of strong, sharp micrograin stainless steel. An exclusive Ethicon process yields the ideal balance between ductility and resistance to bending. Seamless swaging produces a needle diameter that closely matches the diameter of the attached suture. A micro-thin, super-smooth finish allows the needle to penetrate and pass through the tissue with an almost fluid-like flow. For Ethicon Sutures Chart along with additional information, click here.",12/box,"{""Needle"": ""FS-2"", ""Material"": ""Black braided silk"", ""Gauge"": ""4-0"", ""Length"": ""18\""""}",https://www.safcodental.com/media/catalog/product/p/f/pfehv.jpg,2026-03-17T19:42:20.510390,css-selector,valid,
